negative,positive,uncertainty,litigious,constraining,interesting,word
False,False,False,True,False,False,nonterminable
False,False,False,True,False,False,nonusurious
False,False,False,True,False,False,notarial
False,False,False,True,False,False,notaries
False,False,False,True,False,False,notarization
False,False,False,True,False,False,notarizations
False,False,False,True,False,False,notarize
False,False,False,True,False,False,notary
False,False,False,True,False,False,notwithstanding
False,False,False,True,False,False,novo
True,False,False,False,False,False,nuisance
True,False,False,False,False,False,nuisances
True,False,False,True,False,False,nullification
True,False,False,True,False,False,nullifications
True,False,False,True,False,False,nullify
False,False,False,True,False,False,nullities
False,False,False,True,False,False,nullity
True,False,False,False,False,False,object
True,False,False,False,False,False,objection
True,False,False,False,False,False,objectionable
True,False,False,False,False,False,objectionably
True,False,False,False,False,False,objections
False,False,False,False,True,False,obligate
False,False,False,False,True,False,obligation
False,False,False,False,True,False,obligations
False,False,False,False,True,False,obligatory
False,False,False,False,True,False,oblige
False,False,False,True,False,False,obligee
False,False,False,True,False,False,obligor
False,False,False,True,False,False,obligors
True,False,False,False,False,False,obscene
True,False,False,False,False,False,obscenity
True,False,False,False,False,False,obsolescence
True,False,False,False,False,False,obsolete
True,False,False,False,False,False,obstacle
True,False,False,False,False,False,obstacles
True,False,False,False,False,False,obstruct
True,False,False,False,False,False,obstruction
True,False,False,False,False,False,obstructions
False,False,True,False,False,False,occasionally
True,False,False,False,False,False,offence
True,False,False,False,False,False,offences
True,False,False,False,False,False,offend
True,False,False,False,False,False,offender
True,False,False,False,False,False,offenders
False,False,False,True,False,False,offense
False,False,False,True,False,False,offeree
False,False,False,True,False,False,offerees
False,False,False,True,False,False,offeror
False,False,False,True,False,False,offerors
False,False,False,False,False,True,oink
True,False,False,False,False,False,omission
True,False,False,False,False,False,omissions
True,False,False,False,False,False,omit
True,False,False,False,False,False,onerous
True,False,False,False,False,False,opportunistic
True,False,False,False,False,False,opportunistically
False,True,False,False,False,False,opportunities
False,True,False,False,False,False,opportunity
True,False,False,False,False,False,oppose
True,False,False,False,False,False,opposition
True,False,False,False,False,False,oppositions
False,True,False,False,False,False,optimistic
False,False,False,True,False,False,optionee
False,False,False,True,False,False,optionees
False,False,True,False,False,False,ordinarily
True,False,False,False,False,False,outage
True,False,False,False,False,False,outages
True,False,False,False,False,False,outdated
True,False,False,False,False,False,outmode
False,True,False,False,False,False,outperform
True,False,False,False,False,False,overage
True,False,False,False,False,False,overages
True,False,False,False,False,False,overbuild
True,False,False,False,False,False,overbuilding
True,False,False,False,False,False,overbuilds
True,False,False,False,False,False,overbuilt
True,False,False,False,False,False,overburden
True,False,False,False,False,False,overcapacities
True,False,False,False,False,False,overcapacity
True,False,False,False,False,False,overcharge
True,False,False,False,False,False,overcome
True,False,False,False,False,False,overdue
True,False,False,False,False,False,overestimate
True,False,False,False,False,False,overestimation
True,False,False,False,False,False,overestimations
True,False,False,False,False,False,overload
True,False,False,False,False,False,overlook
True,False,False,False,False,False,overpay
True,False,False,False,False,False,overpayment
True,False,False,False,False,False,overpayments
True,False,False,False,False,False,overproduce
True,False,False,False,False,False,overproduction
False,False,False,True,False,False,overrule
True,False,False,False,False,False,overrun
True,False,False,False,False,False,overshadow
True,False,False,False,False,False,overstate
True,False,False,False,False,False,overstatement
True,False,False,False,False,False,overstatements
True,False,False,False,False,False,oversupplied
True,False,False,False,False,False,oversupply
True,False,False,False,False,False,overtly
True,False,False,False,False,False,overturn
True,False,False,False,False,False,overvalue
True,False,False,False,False,False,panic
False,False,False,True,False,False,para
False,False,False,True,False,False,pari
False,False,False,True,False,False,passu
False,False,False,True,False,False,patentee
False,False,False,True,False,False,pecuniarily
True,False,False,False,False,False,penalize
True,False,False,False,False,False,penalties
True,False,False,False,False,False,penalty
False,False,True,False,False,False,pending
False,True,False,False,False,False,perfect
False,True,False,False,False,False,perfectly
False,False,True,False,False,False,perhaps
True,False,False,False,False,False,peril
True,False,False,True,False,False,perjury
False,False,False,False,True,False,permissible
False,False,False,False,True,False,permission
False,False,False,False,True,False,permissions
False,False,False,False,True,False,permit
False,False,False,True,False,False,permittee
False,False,False,True,False,False,permittees
True,False,False,True,False,False,perpetrate
True,False,False,True,False,False,perpetration
True,False,False,False,False,False,persist
True,False,False,False,False,False,persistence
True,False,False,False,False,False,persistent
True,False,False,False,False,False,persistently
False,False,False,True,False,False,personam
True,False,False,False,False,False,pervasive
True,False,False,False,False,False,pervasively
True,False,False,False,False,False,pervasiveness
False,False,False,True,False,False,petition
False,False,False,True,False,False,petitioner
False,False,False,True,False,False,petitioners
True,False,False,False,False,False,petty
True,False,False,False,False,False,picket
False,False,False,False,False,True,piracy
True,False,False,True,False,False,plaintiff
True,False,False,True,False,False,plaintiffs
True,False,False,False,False,False,plea
True,False,False,False,False,False,plead
True,False,False,True,False,False,pleas
False,True,False,False,False,False,pleasant
False,True,False,False,False,False,pleasantly
False,True,False,False,False,False,please
False,True,False,False,False,False,pleasure
False,False,False,False,True,False,pledge
False,False,False,True,False,False,pledgee
False,False,False,True,False,False,pledgor
False,False,False,True,False,False,pledgors
False,True,False,False,False,False,plentiful
True,False,False,False,False,False,poor
True,False,False,False,False,False,poorly
False,True,False,False,False,False,popular
False,True,False,False,False,False,popularity
True,False,False,False,False,False,pose
False,True,False,False,False,False,positive
False,True,False,False,False,False,positively
False,False,False,True,False,False,possessory
False,False,True,False,False,False,possibilities
False,False,True,False,False,False,possibility
False,False,True,False,False,False,possible
False,False,True,False,False,False,possibly
False,False,False,True,False,False,postclosing
False,False,False,True,False,False,postclosure
False,False,False,True,False,False,postcontract
False,False,False,True,False,False,postjudgment
True,False,False,False,False,False,postpone
True,False,False,False,False,False,postponement
True,False,False,False,False,False,postponements
False,False,False,True,False,False,preamendment
False,False,True,False,False,False,precaution
False,False,True,False,False,False,precautionary
False,False,True,False,False,False,precautions
True,False,False,False,False,False,precipitate
True,False,False,False,False,False,precipitous
True,False,False,False,False,False,precipitously
True,False,False,False,True,False,preclude
False,False,False,False,True,False,precondition
True,False,False,False,False,False,predatory
False,False,False,True,False,False,predecease
False,False,True,False,False,False,predict
False,False,True,False,False,False,predictability
False,False,True,False,False,False,prediction
False,False,True,False,False,False,predictions
False,False,True,False,False,False,predictive
False,False,True,False,False,False,predictor
False,False,True,False,False,False,predictors
False,True,False,False,False,False,preeminence
False,True,False,False,False,False,preeminent
False,False,False,True,False,False,prehearing
True,False,False,True,False,False,prejudice
True,False,False,True,False,False,prejudicial
False,False,True,False,False,False,preliminarily
False,False,True,False,False,False,preliminary
True,False,False,False,False,False,premature
True,False,False,False,False,False,prematurely
False,True,False,False,False,False,premier
False,True,False,False,False,False,premiere
False,False,False,True,False,False,prepetition
False,False,False,False,True,False,preset
True,False,False,False,False,False,press
False,True,False,False,False,False,prestige
False,True,False,False,False,False,prestigious
False,False,True,False,False,False,presumably
False,False,True,False,False,False,presume
False,False,True,False,False,False,presumption
False,False,True,False,False,False,presumptions
False,False,False,True,False,False,presumptively
True,False,False,True,False,False,pretrial
False,False,False,False,True,False,prevent
True,False,False,False,False,False,prevention
False,False,False,True,False,False,prima
False,False,False,True,False,False,privity
False,True,False,False,False,False,proactive
False,True,False,False,False,False,proactively
False,False,True,False,False,False,probabilistic
False,False,True,False,False,False,probabilities
False,False,True,False,False,False,probability
False,False,True,False,False,False,probable
False,False,True,False,False,False,probably
False,False,False,True,False,False,probate
False,False,False,True,False,False,probation
False,False,False,True,False,False,probational
False,False,False,True,False,False,probationary
False,False,False,True,False,False,probationer
False,False,False,True,False,False,probationers
False,False,False,True,False,False,probations
True,False,False,False,False,False,problem
True,False,False,False,False,False,problematic
True,False,False,False,False,False,problematical
True,False,False,False,False,False,problems
False,True,False,False,False,False,proficiency
False,True,False,False,False,False,proficient
False,True,False,False,False,False,proficiently
False,True,False,False,False,False,profitability
False,True,False,False,False,False,profitable
False,True,False,False,False,False,profitably
False,True,False,False,False,False,progress
False,False,False,False,True,False,prohibit
False,False,False,False,True,False,prohibition
False,False,False,False,True,False,prohibitions
False,False,False,False,True,False,prohibitive
False,False,False,False,True,False,prohibitively
False,False,False,False,True,False,prohibitory
True,False,False,False,False,False,prolong
True,False,False,False,False,False,prolongation
True,False,False,False,False,False,prolongations
False,False,False,True,False,False,promulgate
False,False,False,True,False,False,promulgation
False,False,False,True,False,False,promulgations
False,False,False,True,False,False,promulgator
False,False,False,True,False,False,promulgators
True,False,False,False,False,False,prone
False,False,False,True,False,False,prorata
False,False,False,True,False,False,proration
True,False,False,True,False,False,prosecute
True,False,False,True,False,False,prosecution
True,False,False,True,False,False,prosecutions
False,False,False,True,False,False,prosecutor
False,False,False,True,False,False,prosecutorial
False,False,False,True,False,False,prosecutors
False,True,False,False,False,False,prosper
False,True,False,False,False,False,prosperity
False,True,False,False,False,False,prosperous
True,False,False,False,False,False,protest
True,False,False,False,False,False,protester
True,False,False,False,False,False,protesters
True,False,False,False,False,False,protestor
True,False,False,False,False,False,protestors
True,False,False,False,False,False,protract
True,False,False,False,False,False,protraction
False,False,False,True,False,False,proviso
False,False,False,True,False,False,provisoes
False,False,False,True,False,False,provisos
True,False,False,False,False,False,provoke
False,False,False,True,False,False,punishable
True,False,False,False,False,False,punish
True,False,False,False,False,False,punishment
True,False,False,False,False,False,punishments
True,False,False,False,False,False,punitive
True,False,False,False,False,False,purport
True,False,False,False,False,False,purportedly
True,False,False,False,False,False,question
True,False,False,False,False,False,questionable
True,False,False,False,False,False,questionably
True,False,False,False,False,False,quit
False,False,False,True,False,False,quitclaim
False,False,False,True,False,False,quitclaims
False,False,False,False,False,True,rabbi
True,False,False,False,False,False,racketeer
False,False,True,False,False,False,random
False,False,True,False,False,False,randomize
False,False,True,False,False,False,randomly
False,False,True,False,False,False,randomness
False,False,False,True,False,False,rata
False,False,False,True,False,False,ratable
False,False,False,True,False,False,ratably
True,False,False,False,False,False,rationalization
True,False,False,False,False,False,rationalizations
True,False,False,False,False,False,rationalize
False,False,False,True,False,False,reargument
False,False,True,False,False,False,reassess
True,False,True,False,False,False,reassessment
True,False,True,False,False,False,reassessments
True,False,False,False,False,False,reassign
True,False,False,False,False,False,reassignment
True,False,False,False,False,False,reassignments
False,True,False,False,False,False,rebound
False,False,False,True,False,False,rebut
False,False,False,True,False,False,rebuttable
False,False,False,True,False,False,rebuttably
False,False,False,True,False,False,rebuttal
False,False,False,True,False,False,rebuttals
False,False,True,False,False,False,recalculate
False,False,True,False,False,False,recalculation
False,False,True,False,False,False,recalculations
True,False,False,False,False,False,recall
False,True,False,False,False,False,receptive
True,False,False,False,False,False,recession
True,False,False,False,False,False,recessionary
True,False,False,False,False,False,recessions
True,False,False,False,False,False,reckless
True,False,False,False,False,False,recklessly
True,False,False,False,False,False,recklessness
False,False,True,False,False,False,reconsider
False,False,False,True,False,False,recordation
False,False,False,True,False,False,recoupable
False,False,False,True,False,False,recoupment
False,False,False,True,False,False,recoupments
False,False,False,True,False,False,recourse
False,False,False,True,False,False,recourses
False,False,False,True,False,False,rectification
False,False,False,True,False,False,rectifications
False,False,False,True,False,False,recusal
False,False,False,True,False,False,recuse
True,False,False,True,False,False,redact
True,False,False,True,False,False,redaction
True,False,False,True,False,False,redactions
True,False,False,False,False,False,redefault
True,False,False,False,False,False,redefaulted
True,False,False,False,False,False,redefaults
True,False,False,False,False,False,redress
False,False,False,False,False,True,reductions
False,False,True,False,False,False,reexamination
False,False,True,False,False,False,reexamine
False,False,False,True,False,False,referenda
False,False,False,True,False,False,referendum
False,False,False,True,False,False,referendums
False,False,False,True,False,False,refile
False,False,False,True,False,False,refiled
False,False,False,True,False,False,refiles
False,False,False,True,False,False,refiling
False,False,False,False,True,False,refrain
True,False,False,False,False,False,refusal
True,False,False,False,False,False,refusals
True,False,False,False,False,False,refuse
False,True,False,False,False,False,regain
False,False,False,True,False,False,regulate
False,False,False,True,False,False,regulation
False,False,False,True,False,False,regulations
False,False,False,True,False,False,regulative
False,False,False,True,False,False,regulator
False,False,False,True,False,False,regulators
False,False,False,True,False,False,regulatory
False,False,False,True,False,False,rehear
False,False,True,False,False,False,reinterpret
False,False,True,False,False,False,reinterpretation
False,False,True,False,False,False,reinterpretations
True,False,False,False,False,False,reject
True,False,False,False,False,False,rejection
True,False,False,False,False,False,rejections
False,False,False,True,False,False,release
False,False,False,False,False,True,relieve
True,False,False,False,False,False,relinquish
True,False,False,False,False,False,relinquishment
True,False,False,False,False,False,relinquishments
True,False,False,False,False,False,reluctance
True,False,False,False,False,False,reluctant
False,False,False,True,False,False,remand
False,False,False,False,False,True,remedial
False,False,False,True,False,False,remediate
False,False,False,True,False,False,remediation
False,False,False,True,False,False,remediations
False,False,False,True,False,False,remedied
False,False,False,True,False,False,remised
True,False,False,False,False,False,renegotiate
True,False,False,False,False,False,renegotiation
True,False,False,False,False,False,renegotiations
True,False,False,False,False,False,renounce
True,False,False,False,False,False,renouncement
True,False,False,False,False,False,renouncements
True,False,False,False,False,False,reparation
True,False,False,False,False,False,reparations
False,False,False,True,False,False,repledged
False,False,False,True,False,False,replevin
False,False,False,False,False,True,repossess
True,False,False,False,False,False,repossession
True,False,False,False,False,False,repossessions
True,False,False,False,False,False,repudiate
True,False,False,False,False,False,repudiation
True,False,False,False,False,False,repudiations
False,False,False,True,False,False,requester
False,False,False,True,False,False,requestor
False,False,False,False,True,False,require
False,False,False,False,True,False,requirement
False,False,False,False,True,False,requirements
False,False,False,True,False,False,reregulation
False,False,False,True,False,False,rescind
False,False,False,True,False,False,rescission
False,False,False,True,False,False,rescissions
True,False,False,False,False,False,resign
True,False,False,False,False,False,resignation
True,False,False,False,False,False,resignations
False,True,False,False,False,False,resolve
True,False,False,False,False,False,restate
True,False,False,False,False,False,restatement
True,False,False,False,False,False,restatements
False,False,False,True,False,False,restitutionary
False,False,False,False,True,False,restrain
False,False,False,False,True,False,restraint
False,False,False,False,True,False,restraints
False,False,False,False,True,False,restrict
False,False,False,False,True,False,restriction
False,False,False,False,True,False,restrictions
False,False,False,False,True,False,restrictive
False,False,False,False,True,False,restrictively
False,False,False,False,True,False,restrictiveness
True,False,False,False,False,False,restructure
True,False,False,False,False,False,retaliate
True,False,False,False,False,False,retaliation
True,False,False,False,False,False,retaliations
True,False,False,False,False,False,retaliatory
False,False,False,True,False,False,retendering
True,False,False,False,False,False,retribution
True,False,False,False,False,False,retributions
False,False,False,True,False,False,retrocede
False,False,False,True,False,False,retroceded
False,False,False,True,False,False,retrocessionaires
False,False,True,False,False,False,revise
False,False,False,True,False,False,revocability
True,False,False,True,False,False,revocation
True,False,False,True,False,False,revocations
True,False,False,False,False,False,revoke
False,True,False,False,False,False,revolutionize
False,True,False,False,False,False,reward
True,False,False,False,False,False,ridicule
False,False,True,False,False,False,risk
True,False,True,False,False,False,riskier
True,False,True,False,False,False,riskiest
False,False,True,False,False,False,riskiness
True,False,True,False,False,False,risky
False,False,True,False,False,False,roughly
False,False,False,True,False,False,rule
False,False,True,False,False,False,rumor
True,False,False,False,False,False,sabotage
True,False,False,False,False,False,sacrifice
True,False,False,False,False,False,sacrificial
False,True,False,False,False,False,satisfaction
False,True,False,False,False,False,satisfactorily
False,True,False,False,False,False,satisfactory
False,True,False,False,False,False,satisfy
True,False,False,False,False,False,scandalous
True,False,False,False,False,False,scandals
True,False,False,False,False,False,scrutinize
True,False,False,False,False,False,scrutiny
True,False,False,False,False,False,secrecy
False,False,False,False,False,True,secret
False,False,True,False,False,False,seem
True,False,False,False,False,False,seize
False,False,False,False,False,True,seizures
False,False,True,False,False,False,seldom
False,False,True,False,False,False,seldomly
True,False,False,True,False,False,sentence
False,False,False,True,False,False,sequestrator
True,False,False,False,False,False,serious
True,False,False,False,False,False,seriously
True,False,False,False,False,False,seriousness
True,False,False,False,False,False,setback
True,False,False,False,False,False,setbacks
False,False,False,True,False,False,settlement
False,False,False,True,False,False,settlements
True,False,False,False,False,False,sever
False,False,False,True,False,False,severability
False,False,False,True,False,False,severable
False,False,False,True,False,False,severally
False,False,False,True,False,False,severance
False,False,False,True,False,False,severances
True,False,False,False,False,False,severe
True,False,False,False,False,False,severely
True,False,False,False,False,False,severities
True,False,False,False,False,False,severity
False,False,False,True,False,False,shall
True,False,False,False,False,False,sharply
True,False,False,False,False,False,shock
True,False,False,False,False,False,shortage
True,False,False,False,False,False,shortages
True,False,False,False,False,False,shortfall
True,False,False,False,False,False,shortfalls
True,False,False,False,False,False,shrinkage
True,False,False,False,False,False,shrinkages
True,False,False,False,False,False,shut
True,False,False,False,False,False,shutdown
True,False,False,False,False,False,shutdowns
True,False,False,False,False,False,slander
True,False,False,False,False,False,slanderous
True,False,False,False,False,False,slippage
True,False,False,False,False,False,slippages
True,False,False,False,False,False,slow
True,False,False,False,False,False,slowdown
True,False,False,False,False,False,slowdowns
True,False,False,False,False,False,slower
True,False,False,False,False,False,slowest
True,False,False,False,False,False,slowly
True,False,False,False,False,False,slowness
True,False,False,False,False,False,sluggish
True,False,False,False,False,False,sluggishly
True,False,False,False,False,False,sluggishness
False,True,False,False,False,False,smooth
False,True,False,False,False,False,smoothly
False,False,False,False,False,True,soar
True,False,False,False,False,False,solvencies
True,False,False,False,False,False,solvency
False,True,False,False,False,False,solve
False,False,True,False,False,False,sometime
False,False,True,False,False,False,sometimes
False,False,True,False,False,False,somewhat
False,False,True,False,False,False,somewhere
True,False,False,False,False,False,spam
True,False,False,False,False,False,spammers
True,False,False,False,False,False,spamming
False,True,False,False,False,False,spectacular
False,True,False,False,False,False,spectacularly
False,False,True,False,False,False,speculate
False,False,True,False,False,False,speculation
False,False,True,False,False,False,speculations
False,False,True,False,False,False,speculative
False,False,True,False,False,False,speculatively
False,False,True,False,False,False,sporadic
False,False,True,False,False,False,sporadically
False,False,False,False,False,True,sputter
False,True,False,False,False,False,stability
False,True,False,False,False,False,stabilization
False,True,False,False,False,False,stabilizations
False,True,False,False,False,False,stabilize
False,True,False,False,False,False,stable
True,False,False,False,False,False,stagger
True,False,False,False,False,False,stagnant
True,False,False,False,False,False,stagnate
True,False,False,False,False,False,stagnation
True,False,False,False,False,False,standstill
True,False,False,False,False,False,standstills
False,False,False,True,False,False,statute
False,False,False,True,False,False,statutes
False,False,False,True,False,False,statutorily
False,False,False,True,False,False,statutory
False,False,False,False,True,False,stipulate
False,False,False,False,True,False,stipulation
False,False,False,False,True,False,stipulations
True,False,False,False,False,False,steal
True,False,False,False,False,False,stoppage
True,False,False,False,False,False,stoppages
True,False,False,False,False,False,stop
True,False,False,False,False,False,strain
False,True,False,False,False,False,strength
False,True,False,False,False,False,strengthen
False,True,False,False,False,False,strengths
True,False,False,False,False,False,stress
True,False,False,False,False,False,stressful
False,False,False,False,True,False,strict
False,False,False,False,True,False,stricter
False,False,False,False,True,False,strictest
False,False,False,False,True,False,strictly
True,False,False,False,False,False,stringent
False,True,False,False,False,False,strong
False,True,False,False,False,False,stronger
False,True,False,False,False,False,strongest
False,False,False,True,False,False,subclause
False,False,False,True,False,False,subclauses
False,False,False,True,False,False,subdocket
True,False,False,False,False,False,subject
True,False,False,False,False,False,subjection
False,False,False,True,False,False,subleasee
False,False,False,True,False,False,subleasehold
False,False,False,False,False,True,sublessee
False,False,False,False,False,True,sublessees
False,False,False,False,False,True,sublessor
False,False,False,True,False,False,sublessors
False,False,False,True,False,False,sublicensee
False,False,False,True,False,False,sublicensor
False,False,False,True,False,False,subparagraph
False,False,False,True,False,False,subparagraphs
True,False,False,True,False,False,subpoena
False,False,False,True,False,False,subrogate
False,False,False,True,False,False,subrogation
True,False,False,False,False,False,substandard
False,False,False,True,False,False,subtrust
False,False,False,True,False,False,subtrusts
False,True,False,False,False,False,succeed
False,True,False,False,False,False,success
False,True,False,False,False,False,successes
False,True,False,False,False,False,successful
False,True,False,False,False,False,successfully
False,False,True,False,False,False,sudden
False,False,True,False,False,False,suddenly
True,False,False,True,False,False,sue
True,False,False,False,False,False,suffer
False,False,True,False,False,False,suggest
True,False,False,True,False,False,summon
True,False,False,True,False,False,summons
False,True,False,False,False,False,superior
False,False,False,True,False,False,supersede
False,False,False,True,False,False,supersedeas
False,False,False,True,False,False,sureties
False,False,False,True,False,False,surety
False,True,False,False,False,False,surpass
True,False,True,False,False,False,susceptibility
True,False,False,False,False,False,susceptible
True,False,False,False,False,False,suspect
True,False,False,False,False,False,suspend
False,False,False,False,False,True,suspenders
True,False,False,False,False,False,suspension
True,False,False,False,False,False,suspensions
True,False,False,False,False,False,suspicion
True,False,False,False,False,False,suspicions
True,False,False,False,False,False,suspicious
True,False,False,False,False,False,suspiciously
False,False,False,False,False,True,sustainability
True,False,False,False,False,False,taint
True,False,False,False,False,False,tamper
False,False,False,True,False,False,tenantability
False,False,True,False,False,False,tend
True,False,False,False,False,False,tense
False,False,True,False,False,False,tentative
False,False,True,False,False,False,tentatively
False,False,False,True,False,False,terminable
True,False,False,False,False,False,terminate
True,False,False,False,False,False,termination
True,False,False,False,False,False,terminations
False,False,False,True,False,False,terminus
False,False,False,True,False,False,testamentary
True,False,False,True,False,False,testify
False,False,False,True,False,False,testimony
False,False,False,True,False,False,thence
False,False,False,True,False,False,thenceforth
False,False,False,True,False,False,thenceforward
False,False,False,True,False,False,thereafter
False,False,False,True,False,False,thereat
False,False,False,True,False,False,therefrom
False,False,False,True,False,False,therein
False,False,False,True,False,False,thereinafter
False,False,False,True,False,False,thereof
False,False,False,True,False,False,thereon
False,False,False,True,False,False,thereover
False,False,False,True,False,False,thereto
False,False,False,True,False,False,theretofor
False,False,False,True,False,False,theretofore
False,False,False,True,False,False,thereunder
False,False,False,True,False,False,thereunto
False,False,False,True,False,False,thereupon
False,False,False,True,False,False,therewith
True,False,False,False,False,False,threat
True,False,False,False,False,False,threaten
True,False,False,False,False,False,threats
True,False,False,False,False,False,tighten
True,False,False,False,False,False,tolerate
True,False,False,False,False,False,toleration
False,False,False,True,False,False,tort
False,False,False,True,False,False,tortious
False,False,False,True,False,False,tortiously
False,False,False,True,False,False,torts
True,False,False,False,False,False,tortuous
True,False,False,False,False,False,tortuously
False,False,False,False,False,True,touche
False,False,False,False,False,True,toxic
True,False,False,False,False,False,tragedies
True,False,False,False,False,False,tragedy
True,False,False,False,False,False,tragic
True,False,False,False,False,False,tragically
False,False,False,True,False,False,transferor
False,False,False,True,False,False,transferors
False,True,False,False,False,False,transparency
False,False,False,False,False,True,trauma
True,False,False,False,False,False,traumatic
False,True,False,False,False,False,tremendous
False,True,False,False,False,False,tremendously
True,False,False,False,False,False,trouble
False,False,False,False,False,True,tumor
True,False,True,False,False,False,turbulence
True,False,False,False,False,False,turmoil
True,False,False,False,False,False,unable
True,False,False,False,False,False,unacceptable
True,False,False,False,False,False,unacceptably
True,False,False,False,False,False,unaccounted
True,False,False,False,False,False,unannounced
True,False,False,False,False,False,unanticipated
False,False,False,True,False,False,unappealable
False,False,False,True,False,False,unappealed
True,False,False,False,False,False,unapproved
True,False,False,False,False,False,unattractive
True,False,False,False,False,False,unauthorized
True,False,False,False,True,False,unavailability
True,False,False,False,True,False,unavailable
True,False,False,False,False,False,unavoidable
True,False,False,False,False,False,unavoidably
True,False,False,False,False,False,unaware
False,False,True,False,False,False,uncertain
False,False,True,False,False,False,uncertainly
False,False,True,False,False,False,uncertainties
False,False,True,False,False,False,uncertainty
False,False,True,False,False,False,unclear
True,False,False,False,False,False,uncollectable
True,False,False,False,False,False,uncollected
True,False,False,False,False,False,uncollectibility
True,False,False,False,False,False,uncollectible
True,False,False,False,False,False,uncollectibles
True,False,False,False,False,False,uncompetitive
True,False,False,False,False,False,uncompleted
False,False,True,False,False,False,unconfirmed
True,False,False,False,False,False,unconscionable
True,False,False,False,False,False,unconscionably
False,False,False,True,False,False,unconstitutional
False,False,False,True,False,False,unconstitutionality
False,False,False,True,False,False,unconstitutionally
False,False,False,True,False,False,uncontracted
True,False,False,False,False,False,uncontrollable
True,False,False,False,False,False,uncontrollably
True,False,False,False,False,False,uncontrolled
True,False,False,False,False,False,uncorrected
True,False,False,False,False,False,uncover
False,False,True,False,False,False,undecided
False,False,False,True,False,False,undefeased
False,False,True,False,False,False,undefined
True,False,False,False,False,False,undeliverable
True,False,False,False,False,False,undelivered
True,False,False,False,False,False,undercapitalized
True,False,False,False,False,False,undercut
True,False,False,False,False,False,underestimate
True,False,False,False,False,False,underestimation
True,False,False,False,False,False,underfunded
True,False,False,False,False,False,underinsured
True,False,False,False,False,False,undermine
True,False,False,False,False,False,underpay
True,False,False,False,False,False,underpayment
True,False,False,False,False,False,underpayments
True,False,False,False,False,False,underperform
True,False,False,False,False,False,underperformance
True,False,False,False,False,False,underproduce
True,False,False,False,False,False,underproduction
True,False,False,False,False,False,underreporting
True,False,False,False,False,False,understate
True,False,False,False,False,False,understatement
True,False,False,False,False,False,understatements
True,False,False,False,False,False,underutilization
True,False,False,False,False,False,underutilized
False,False,True,False,False,False,undesignated
True,False,False,False,False,False,undesirable
True,False,False,False,False,False,undesired
False,False,True,False,False,False,undetectable
True,False,False,False,False,False,undetected
False,False,True,False,False,False,undeterminable
True,False,True,False,False,False,undetermined
False,False,False,True,False,False,undischarged
True,False,False,False,False,False,undisclosed
True,False,True,False,False,False,undocumented
True,False,False,False,False,False,undue
True,False,False,False,False,False,unduly
True,False,False,False,False,False,uneconomic
True,False,False,False,False,False,uneconomical
True,False,False,False,False,False,uneconomically
True,False,False,False,False,False,unemployed
True,False,False,False,False,False,unemployment
False,False,False,True,False,False,unencumber
False,False,False,True,False,False,unencumbered
False,False,False,True,False,False,unenforceability
False,False,False,True,False,False,unenforceable
True,False,False,False,False,False,unethical
True,False,False,False,False,False,unethically
True,False,False,False,False,False,unexcused
True,False,True,False,False,False,unexpected
True,False,True,False,False,False,unexpectedly
True,False,False,False,False,False,unfair
True,False,False,False,False,False,unfairly
False,False,True,False,False,False,unfamiliar
False,False,True,False,False,False,unfamiliarity
True,False,False,False,False,False,unfavorability
True,False,False,False,False,False,unfavorable
True,False,False,False,False,False,unfavorably
True,False,False,False,False,False,unfavourable
True,False,False,False,False,False,unfeasible
True,False,False,False,False,False,unfit
True,False,False,False,False,False,unfitness
False,False,True,False,False,False,unforecasted
True,False,False,False,False,False,unforeseeable
True,False,False,False,False,False,unforeseen
True,False,True,False,False,False,unforseen
True,False,False,False,False,False,unfortunate
True,False,False,False,False,False,unfortunately
True,False,False,False,False,False,unfounded
True,False,False,False,False,False,unfriendly
True,False,False,False,False,False,unfulfilled
True,False,False,False,False,False,unfunded
False,False,True,False,False,False,unguaranteed
False,False,True,False,False,False,unhedged
False,False,True,False,False,False,unidentifiable
False,False,True,False,False,False,unidentified
True,False,False,False,False,False,uninsured
True,False,False,False,False,False,unintended
True,False,False,False,False,False,unintentional
True,False,False,False,False,False,unintentionally
True,False,False,False,False,False,unjust
True,False,False,False,False,False,unjustifiable
True,False,False,False,False,False,unjustifiably
True,False,False,False,False,False,unjustified
True,False,False,False,False,False,unjustly
True,False,False,False,False,False,unknowing
True,False,False,False,False,False,unknowingly
False,False,True,False,False,False,unknown
False,False,True,False,False,False,unknowns
True,False,False,True,False,False,unlawful
True,False,False,True,False,False,unlawfully
False,False,False,True,False,False,unlawfulness
True,False,False,False,False,False,unlicensed
True,False,False,False,False,False,unliquidated
True,False,False,False,False,False,unmarketable
False,True,False,False,False,False,unmatched
True,False,False,False,False,False,unmerchantable
True,False,False,False,False,False,unmeritorious
True,False,False,False,False,False,unnecessarily
True,False,False,False,False,False,unnecessary
True,False,False,False,False,False,unneeded
False,False,True,False,False,False,unobservable
True,False,False,False,False,False,unobtainable
True,False,False,False,False,False,unoccupied
True,False,False,False,False,False,unpaid
False,True,False,False,False,False,unparalleled
True,False,False,False,False,False,unperformed
True,False,True,False,False,False,unplanned
True,False,False,False,False,False,unpopular
True,False,True,False,False,False,unpredictability
True,False,True,False,False,False,unpredictable
